end of batch....0, cost so far 15356
end of batch....6465, cost so far 6642
end of batch....6466, cost so far 6642
end of batch....6467, cost so far 6642
end of batch....6468, cost so far 6642
end of batch....6469, cost so far 6642
end of batch....6470, cost so far 6642
end of batch....6471, cost so far 6642
end of batch....6472, cost so far 6642
end of batch....6473, cost so far 6642
end of batch....6474, cost so far 6642
end of batch....6475, cost so far 6642
end of batch....6476, cost so far 6642
end of batch....6477, cost so far 6642
end of batch....6478, cost so far 6642
end of batch....6479, cost so far 6642
end of batch....6480, cost so far 6642
end of batch....6481, cost so far 6642
end of batch....6482, cost so far 6642
end of batch....6483, cost so far 6642
end of batch....6484, cost so far 6642
end of batch....6485, cost so far 6642
end of batch....6486, cost so far 6642
end of batch....6487, cost so far 6642
end of batch....6488, cost so far 6642
end of batch....6489, cost so far 6642
end of batch....6490, cost so far 6642
end of batch....6491, cost so far 6642
end of batch....6492, cost so far 6642
end of batch....6493, cost so far 6642
end of batch....6494, cost so far 6642
end of batch....6495, cost so far 6642
end of batch....6496, cost so far 6642
end of batch....6497, cost so far 6642
end of batch....6498, cost so far 6642
end of batch....6499, cost so far 6642
end of batch....6500, cost so far 6642
end of batch....6501, cost so far 6642
end of batch....6502, cost so far 6642
end of batch....6503, cost so far 6642
end of batch....6504, cost so far 6642
end of batch....6505, cost so far 6642
end of batch....6506, cost so far 6642
end of batch....6507, cost so far 6642
end of batch....6508, cost so far 6642
end of batch....6509, cost so far 6642
end of batch....6510, cost so far 6642
end of batch....6511, cost so far 6642
end of batch....6512, cost so far 6642
end of batch....6513, cost so far 6642
end of batch....6514, cost so far 6642
end of batch....6515, cost so far 6642
end of batch....6516, cost so far 6642
end of batch....6517, cost so far 6642
end of batch....6518, cost so far 6642
end of batch....6519, cost so far 6642
end of batch....6520, cost so far 6642
end of batch....6521, cost so far 6642
end of batch....6522, cost so far 6642
end of batch....6523, cost so far 6642
end of batch....6524, cost so far 6642
end of batch....6525, cost so far 6642
end of batch....6526, cost so far 6642
end of batch....6527, cost so far 6642
end of batch....6528, cost so far 6642
end of batch....6529, cost so far 6642
end of batch....6530, cost so far 6642
end of batch....6531, cost so far 6642
end of batch....6532, cost so far 6642
end of batch....6533, cost so far 6642
end of batch....6534, cost so far 6642
end of batch....6535, cost so far 6642
end of batch....6536, cost so far 6642
end of batch....6537, cost so far 6642
end of batch....6538, cost so far 6642
end of batch....6539, cost so far 6642
end of batch....6540, cost so far 6642
end of batch....6541, cost so far 6642
end of batch....6542, cost so far 6642
end of batch....6543, cost so far 6642
end of batch....6544, cost so far 6642
end of batch....6545, cost so far 6642
end of batch....6546, cost so far 6642
end of batch....6547, cost so far 6642
end of batch....6548, cost so far 6642
end of batch....6549, cost so far 6642
end of batch....6550, cost so far 6642
end of batch....6551, cost so far 6642
end of batch....6552, cost so far 6642
end of batch....6553, cost so far 6642
end of batch....6554, cost so far 6642
end of batch....6555, cost so far 6642
end of batch....6556, cost so far 6642
end of batch....6557, cost so far 6642
end of batch....6558, cost so far 6642
end of batch....6559, cost so far 6642
end of batch....6560, cost so far 6642
end of batch....6561, cost so far 6642
end of batch....6562, cost so far 6642
end of batch....6563, cost so far 6642
end of batch....6564, cost so far 6642
end of batch....6565, cost so far 6642
end of batch....6566, cost so far 6642
end of batch....6567, cost so far 6642
end of batch....6568, cost so far 6642
end of batch....6569, cost so far 6642
end of batch....6570, cost so far 6642
end of batch....6571, cost so far 6642
end of batch....6572, cost so far 6642
end of batch....6573, cost so far 6642
end of batch....6574, cost so far 6642
end of batch....6575, cost so far 6642
end of batch....6576, cost so far 6642
end of batch....6577, cost so far 6642
end of batch....6578, cost so far 6642
end of batch....6579, cost so far 6642
end of batch....6580, cost so far 6642
end of batch....6581, cost so far 6642
end of batch....6582, cost so far 6642
end of batch....6583, cost so far 6642
end of batch....6584, cost so far 6642
end of batch....6585, cost so far 6642
end of batch....6586, cost so far 6642
end of batch....6587, cost so far 6642
end of batch....6588, cost so far 6642
end of batch....6589, cost so far 6642
end of batch....6590, cost so far 6642
end of batch....6591, cost so far 6642
end of batch....6592, cost so far 6642
end of batch....6593, cost so far 6642
end of batch....6594, cost so far 6642
end of batch....6595, cost so far 6642
end of batch....6596, cost so far 6642
end of batch....6597, cost so far 6642
end of batch....6598, cost so far 6642
end of batch....6599, cost so far 6642
end of batch....6600, cost so far 6642
end of batch....6601, cost so far 6642
end of batch....6602, cost so far 6642
end of batch....6603, cost so far 6642
end of batch....6604, cost so far 6642
end of batch....6605, cost so far 6642
end of batch....6606, cost so far 6642
end of batch....6607, cost so far 6642
end of batch....6608, cost so far 6642
end of batch....6609, cost so far 6642
end of batch....6610, cost so far 6642
end of batch....6611, cost so far 6642
end of batch....6612, cost so far 6642
end of batch....6613, cost so far 6642
end of batch....6614, cost so far 6642
end of batch....6615, cost so far 6642
end of batch....6616, cost so far 6642
end of batch....6617, cost so far 6642
end of batch....6618, cost so far 6642
end of batch....6619, cost so far 6642
end of batch....6620, cost so far 6642
end of batch....6621, cost so far 6642
end of batch....6622, cost so far 6642
end of batch....6623, cost so far 6642
end of batch....6624, cost so far 6642
end of batch....6625, cost so far 6642
end of batch....6626, cost so far 6642
end of batch....6627, cost so far 6642
end of batch....6628, cost so far 6642
end of batch....6629, cost so far 6642
end of batch....6630, cost so far 6642
end of batch....6631, cost so far 6642
end of batch....6632, cost so far 6642
end of batch....6633, cost so far 6642
end of batch....6634, cost so far 6642
end of batch....6635, cost so far 6642
end of batch....6636, cost so far 6642
end of batch....6637, cost so far 6642
end of batch....6638, cost so far 6642
end of batch....6639, cost so far 6642
end of batch....6640, cost so far 6642
end of batch....6641, cost so far 6642
end of batch....6642, cost so far 6642
end of batch....6643, cost so far 6642
end of batch....6644, cost so far 6642
end of batch....6645, cost so far 6642
end of batch....6646, cost so far 6642
end of batch....6647, cost so far 6642
end of batch....6648, cost so far 6642
end of batch....6649, cost so far 6642
end of batch....6650, cost so far 6642
end of batch....6651, cost so far 6642
end of batch....6652, cost so far 6642
end of batch....6653, cost so far 6642
end of batch....6654, cost so far 6642
end of batch....6655, cost so far 6642
end of batch....6656, cost so far 6642
end of batch....6657, cost so far 6642
end of batch....6658, cost so far 6642
end of batch....6659, cost so far 6642
end of batch....6660, cost so far 6642
end of batch....6661, cost so far 6642
end of batch....6662, cost so far 6642
end of batch....6663, cost so far 6642
end of batch....6664, cost so far 6642
end of batch....6665, cost so far 6642
end of batch....6666, cost so far 6642
end of batch....6667, cost so far 6642
end of batch....6668, cost so far 6642
end of batch....6669, cost so far 6642
end of batch....6670, cost so far 6642
end of batch....6671, cost so far 6642
end of batch....6672, cost so far 6642
end of batch....6673, cost so far 6642
end of batch....6674, cost so far 6642
end of batch....6675, cost so far 6642
end of batch....6676, cost so far 6642
end of batch....6677, cost so far 6642
end of batch....6678, cost so far 6642
end of batch....6679, cost so far 6642
end of batch....6680, cost so far 6642
end of batch....6681, cost so far 6642
end of batch....6682, cost so far 6642
end of batch....6683, cost so far 6642
end of batch....6684, cost so far 6642
end of batch....6685, cost so far 6642
end of batch....6686, cost so far 6642
end of batch....6687, cost so far 6642
end of batch....6688, cost so far 6642
end of batch....6689, cost so far 6642
end of batch....6690, cost so far 6642
end of batch....6691, cost so far 6642
end of batch....6692, cost so far 6642
end of batch....6693, cost so far 6642
end of batch....6694, cost so far 6642
end of batch....6695, cost so far 6642
end of batch....6696, cost so far 6642
end of batch....6697, cost so far 6642
end of batch....6698, cost so far 6642
end of batch....6699, cost so far 6642
end of batch....6700, cost so far 6642
end of batch....6701, cost so far 6642
end of batch....6702, cost so far 6642
end of batch....6703, cost so far 6642
end of batch....6704, cost so far 6642
end of batch....6705, cost so far 6642
end of batch....6706, cost so far 6642
end of batch....6707, cost so far 6642
end of batch....6708, cost so far 6642
end of batch....6709, cost so far 6642
end of batch....6710, cost so far 6642
end of batch....6711, cost so far 6642
end of batch....6712, cost so far 6642
end of batch....6713, cost so far 6642
end of batch....6714, cost so far 6642
end of batch....6715, cost so far 6642
end of batch....6716, cost so far 6642
end of batch....6717, cost so far 6642
end of batch....6718, cost so far 6642
end of batch....6719, cost so far 6642
end of batch....6720, cost so far 6642
end of batch....6721, cost so far 6642
end of batch....6722, cost so far 6642
end of batch....6723, cost so far 6642
end of batch....6724, cost so far 6642
end of batch....6725, cost so far 6642
end of batch....6726, cost so far 6642
end of batch....6727, cost so far 6642
end of batch....6728, cost so far 6642
end of batch....6729, cost so far 6642
end of batch....6730, cost so far 6642
end of batch....6731, cost so far 6642
end of batch....6732, cost so far 6642
end of batch....6733, cost so far 6642
end of batch....6734, cost so far 6642
end of batch....6735, cost so far 6642
end of batch....6736, cost so far 6642
end of batch....6737, cost so far 6642
end of batch....6738, cost so far 6642
end of batch....6739, cost so far 6642
end of batch....6740, cost so far 6642
end of batch....6741, cost so far 6642
end of batch....6742, cost so far 6642
end of batch....6743, cost so far 6642
end of batch....6744, cost so far 6642
