end of batch....0, cost so far 13908
end of batch....35531, cost so far 12329
end of batch....35532, cost so far 12329
end of batch....35533, cost so far 12329
end of batch....35534, cost so far 12329
end of batch....35535, cost so far 12329
end of batch....35536, cost so far 12329
end of batch....35537, cost so far 12329
end of batch....35538, cost so far 12329
end of batch....35539, cost so far 12329
end of batch....35540, cost so far 12329
end of batch....35541, cost so far 12329
end of batch....35542, cost so far 12329
end of batch....35543, cost so far 12329
end of batch....35544, cost so far 12329
end of batch....35545, cost so far 12329
end of batch....35546, cost so far 12329
end of batch....35547, cost so far 12329
end of batch....35548, cost so far 12329
end of batch....35549, cost so far 12329
end of batch....35550, cost so far 12329
end of batch....35551, cost so far 12329
end of batch....35552, cost so far 12329
end of batch....35553, cost so far 12329
end of batch....35554, cost so far 12329
end of batch....35555, cost so far 12329
end of batch....35556, cost so far 12329
end of batch....35557, cost so far 12329
end of batch....35558, cost so far 12329
end of batch....35559, cost so far 12329
end of batch....35560, cost so far 12329
end of batch....35561, cost so far 12329
end of batch....35562, cost so far 12329
end of batch....35563, cost so far 12329
end of batch....35564, cost so far 12329
end of batch....35565, cost so far 12329
end of batch....35566, cost so far 12329
end of batch....35567, cost so far 12329
end of batch....35568, cost so far 12329
end of batch....35569, cost so far 12329
end of batch....35570, cost so far 12329
end of batch....35571, cost so far 12329
end of batch....35572, cost so far 12329
end of batch....35573, cost so far 12329
end of batch....35574, cost so far 12329
end of batch....35575, cost so far 12329
end of batch....35576, cost so far 12329
end of batch....35577, cost so far 12329
end of batch....35578, cost so far 12329
end of batch....35579, cost so far 12329
end of batch....35580, cost so far 12329
end of batch....35581, cost so far 12329
end of batch....35582, cost so far 12329
end of batch....35583, cost so far 12329
end of batch....35584, cost so far 12329
end of batch....35585, cost so far 12329
end of batch....35586, cost so far 12329
end of batch....35587, cost so far 12329
end of batch....35588, cost so far 12329
end of batch....35589, cost so far 12329
end of batch....35590, cost so far 12329
end of batch....35591, cost so far 12329
end of batch....35592, cost so far 12329
end of batch....35593, cost so far 12329
end of batch....35594, cost so far 12329
end of batch....35595, cost so far 12329
end of batch....35596, cost so far 12329
end of batch....35597, cost so far 12329
end of batch....35598, cost so far 12329
end of batch....35599, cost so far 12329
end of batch....35600, cost so far 12329
end of batch....35601, cost so far 12329
end of batch....35602, cost so far 12329
end of batch....35603, cost so far 12329
end of batch....35604, cost so far 12329
end of batch....35605, cost so far 12329
end of batch....35606, cost so far 12329
end of batch....35607, cost so far 12329
end of batch....35608, cost so far 12329
end of batch....35609, cost so far 12329
end of batch....35610, cost so far 12329
end of batch....35611, cost so far 12329
end of batch....35612, cost so far 12329
end of batch....35613, cost so far 12329
end of batch....35614, cost so far 12329
end of batch....35615, cost so far 12329
end of batch....35616, cost so far 12329
end of batch....35617, cost so far 12329
end of batch....35618, cost so far 12329
end of batch....35619, cost so far 12329
end of batch....35620, cost so far 12329
end of batch....35621, cost so far 12329
end of batch....35622, cost so far 12329
end of batch....35623, cost so far 12329
end of batch....35624, cost so far 12329
end of batch....35625, cost so far 12329
end of batch....35626, cost so far 12329
end of batch....35627, cost so far 12329
end of batch....35628, cost so far 12329
end of batch....35629, cost so far 12329
end of batch....35630, cost so far 12329
end of batch....35631, cost so far 12329
end of batch....35632, cost so far 12329
end of batch....35633, cost so far 12329
end of batch....35634, cost so far 12329
end of batch....35635, cost so far 12329
end of batch....35636, cost so far 12329
end of batch....35637, cost so far 12329
end of batch....35638, cost so far 12329
end of batch....35639, cost so far 12329
end of batch....35640, cost so far 12329
end of batch....35641, cost so far 12329
end of batch....35642, cost so far 12329
end of batch....35643, cost so far 12329
end of batch....35644, cost so far 12329
end of batch....35645, cost so far 12329
end of batch....35646, cost so far 12329
end of batch....35647, cost so far 12329
end of batch....35648, cost so far 12329
end of batch....35649, cost so far 12329
end of batch....35650, cost so far 12329
end of batch....35651, cost so far 12329
end of batch....35652, cost so far 12329
end of batch....35653, cost so far 12329
end of batch....35654, cost so far 12329
end of batch....35655, cost so far 12329
end of batch....35656, cost so far 12329
end of batch....35657, cost so far 12329
end of batch....35658, cost so far 12329
end of batch....35659, cost so far 12329
end of batch....35660, cost so far 12329
end of batch....35661, cost so far 12329
end of batch....35662, cost so far 12329
end of batch....35663, cost so far 12329
end of batch....35664, cost so far 12329
end of batch....35665, cost so far 12329
end of batch....35666, cost so far 12329
end of batch....35667, cost so far 12329
end of batch....35668, cost so far 12329
end of batch....35669, cost so far 12329
end of batch....35670, cost so far 12329
end of batch....35671, cost so far 12329
end of batch....35672, cost so far 12329
end of batch....35673, cost so far 12329
end of batch....35674, cost so far 12329
end of batch....35675, cost so far 12329
end of batch....35676, cost so far 12329
end of batch....35677, cost so far 12329
end of batch....35678, cost so far 12329
end of batch....35679, cost so far 12329
end of batch....35680, cost so far 12329
end of batch....35681, cost so far 12329
end of batch....35682, cost so far 12329
end of batch....35683, cost so far 12329
end of batch....35684, cost so far 12329
end of batch....35685, cost so far 12329
end of batch....35686, cost so far 12329
end of batch....35687, cost so far 12329
end of batch....35688, cost so far 12329
end of batch....35689, cost so far 12329
end of batch....35690, cost so far 12329
end of batch....35691, cost so far 12329
end of batch....35692, cost so far 12329
end of batch....35693, cost so far 12329
end of batch....35694, cost so far 12329
end of batch....35695, cost so far 12329
end of batch....35696, cost so far 12329
end of batch....35697, cost so far 12329
end of batch....35698, cost so far 12329
end of batch....35699, cost so far 12329
end of batch....35700, cost so far 12329
end of batch....35701, cost so far 12329
end of batch....35702, cost so far 12329
end of batch....35703, cost so far 12329
end of batch....35704, cost so far 12329
end of batch....35705, cost so far 12329
end of batch....35706, cost so far 12329
end of batch....35707, cost so far 12329
end of batch....35708, cost so far 12329
end of batch....35709, cost so far 12329
end of batch....35710, cost so far 12329
end of batch....35711, cost so far 12329
end of batch....35712, cost so far 12329
end of batch....35713, cost so far 12329
end of batch....35714, cost so far 12329
end of batch....35715, cost so far 12329
end of batch....35716, cost so far 12329
end of batch....35717, cost so far 12329
end of batch....35718, cost so far 12329
end of batch....35719, cost so far 12329
end of batch....35720, cost so far 12329
end of batch....35721, cost so far 12329
end of batch....35722, cost so far 12329
end of batch....35723, cost so far 12329
end of batch....35724, cost so far 12329
end of batch....35725, cost so far 12329
end of batch....35726, cost so far 12329
end of batch....35727, cost so far 12329
end of batch....35728, cost so far 12329
end of batch....35729, cost so far 12329
end of batch....35730, cost so far 12329
end of batch....35731, cost so far 12329
end of batch....35732, cost so far 12329
end of batch....35733, cost so far 12329
end of batch....35734, cost so far 12329
end of batch....35735, cost so far 12329
end of batch....35736, cost so far 12329
end of batch....35737, cost so far 12329
end of batch....35738, cost so far 12329
end of batch....35739, cost so far 12329
end of batch....35740, cost so far 12329
end of batch....35741, cost so far 12329
end of batch....35742, cost so far 12329
end of batch....35743, cost so far 12329
end of batch....35744, cost so far 12329
end of batch....35745, cost so far 12329
end of batch....35746, cost so far 12329
end of batch....35747, cost so far 12329
end of batch....35748, cost so far 12329
end of batch....35749, cost so far 12329
end of batch....35750, cost so far 12329
end of batch....35751, cost so far 12329
end of batch....35752, cost so far 12329
end of batch....35753, cost so far 12329
end of batch....35754, cost so far 12329
